transaction_id,user_id,amount,transaction_type,device_type,location,time_of_day,transaction_hour,is_international,previous_transactions,failed_transactions,account_age_days,is_fraud,Date,Transaction Platform
T09054,U526,47526.5,online,tablet,Dubai,morning,7,1,152,Yes,601,0,07/10/2018,GPay
T09055,U348,102772.34,online,mobile,Dubai,night,22,1,158,Yes,134,1,30/09/2023,Paytm
T09056,U748,34652.29,transfer,desktop,Kolkata,night,0,0,9,Yes,268,1,26/07/2022,Others
T09057,U460,186150.73,POS,desktop,Mumbai,night,2,0,191,Yes,303,1,26/01/2016,Others
T09058,U888,1980.21,POS,desktop,Chennai,evening,17,0,32,Yes,715,0,18/06/2023,GPay
T09059,U980,261430.65,online,mobile,Delhi,afternoon,15,0,160,Yes,769,1,03/01/2023,PhonePe
T09060,U685,177262.93,ATM,tablet,Mumbai,evening,17,0,58,Yes,576,1,06/01/2019,Paypal
T09061,U426,52137.13,ATM,tablet,Dubai,morning,9,1,63,Yes,838,0,25/11/2022,GPay
T09062,U841,222096.53,transfer,tablet,Dubai,morning,7,1,171,Yes,166,1,12/05/2025,GPay
T09063,U400,57107.81,ATM,mobile,Delhi,morning,6,0,118,Yes,368,0,12/05/2024,Others
T09064,U930,265137.07,POS,desktop,London,afternoon,12,1,125,Yes,327,1,06/02/2020,Paytm
T09065,U835,181088.91,ATM,mobile,Pune,night,22,0,184,Yes,201,0,06/11/2020,GPay
T09066,U572,1602.39,ATM,tablet,Pune,evening,20,0,94,Yes,354,0,16/06/2016,GPay
T09067,U512,147701.45,online,mobile,London,night,1,1,57,Yes,538,1,30/01/2023,BharatPe
T09068,U757,204125.16,POS,mobile,Kolkata,morning,6,0,3,Yes,241,1,30/03/2023,GPay
T09069,U864,35540.09,online,desktop,Chennai,evening,20,0,173,No,373,0,01/02/2025,Paypal
T09070,U230,202640.5,transfer,desktop,Delhi,evening,18,0,181,Yes,293,1,16/01/2025,Paytm
T09071,U157,262044.17,POS,tablet,Kolkata,afternoon,15,0,91,Yes,394,1,07/07/2017,PhonePe
T09072,U479,237085.07,transfer,desktop,Mumbai,afternoon,16,0,169,No,211,0,18/07/2024,GPay
T09073,U323,41462.05,ATM,tablet,Singapore,morning,9,1,147,Yes,311,0,21/09/2018,GPay
T09074,U360,174827.11,transfer,desktop,Pune,afternoon,12,0,56,Yes,164,1,09/03/2018,Others
T09075,U863,75794.99,ATM,desktop,Dubai,night,1,1,159,Yes,342,0,09/02/2018,GPay
T09076,U835,264740.45,online,mobile,Singapore,afternoon,16,1,27,Yes,768,1,12/07/2020,Paypal
T09077,U765,159676.63,transfer,mobile,Bangalore,night,0,0,12,Yes,880,1,29/04/2024,Others
T09078,U708,54078.08,ATM,tablet,Pune,evening,20,0,52,Yes,390,0,18/10/2025,Paytm
T09079,U865,249897.04,online,desktop,Delhi,evening,17,0,82,Yes,367,1,03/10/2024,Paytm
T09080,U560,205665.67,online,desktop,Dubai,afternoon,12,1,196,Yes,132,1,01/04/2017,GPay
T09081,U783,3827.58,ATM,desktop,Bangalore,morning,8,0,10,Yes,422,0,06/12/2025,PhonePe
T09082,U281,29996.82,ATM,mobile,New York,morning,7,1,47,Yes,960,0,02/01/2021,PhonePe
T09083,U511,62673.65,ATM,tablet,Pune,afternoon,15,0,39,Yes,109,1,15/04/2017,Paypal
T09084,U701,97108.99,online,desktop,Kolkata,evening,18,0,27,Yes,422,1,13/08/2018,PhonePe
T09085,U679,262622.08,online,mobile,Delhi,night,22,0,182,Yes,509,0,27/12/2023,Others
T09086,U100,239092.32,transfer,desktop,London,morning,11,1,177,Yes,894,1,05/02/2021,Others
T09087,U904,170537.7,online,tablet,Singapore,morning,6,1,160,No,91,1,20/10/2019,PhonePe
T09088,U477,252293.0,ATM,tablet,Singapore,evening,18,1,120,Yes,33,1,03/08/2016,Others
T09089,U165,264663.09,POS,tablet,Delhi,afternoon,12,0,156,Yes,236,1,28/10/2021,Others
T09090,U249,8769.1,POS,mobile,Kolkata,morning,8,0,109,Yes,580,0,21/09/2018,PhonePe
T09091,U478,139346.6,POS,tablet,New York,afternoon,14,1,120,Yes,153,1,07/08/2024,Paypal
T09092,U673,84627.72,ATM,tablet,Mumbai,night,2,0,172,Yes,479,0,25/02/2022,Others
T09093,U401,120630.59,transfer,tablet,London,night,4,1,7,Yes,225,1,08/05/2016,Paypal
T09094,U755,147174.59,ATM,tablet,Pune,morning,8,0,128,Yes,881,0,23/01/2024,PhonePe
T09095,U616,190147.4,POS,tablet,New York,morning,7,1,141,Yes,253,1,12/10/2016,PhonePe
T09096,U834,252861.81,ATM,mobile,Pune,evening,20,0,111,Yes,701,0,05/08/2024,Paytm
T09097,U159,18524.26,transfer,tablet,Kolkata,night,0,0,21,Yes,151,1,10/11/2024,PhonePe
T09098,U625,168226.05,transfer,tablet,Bangalore,afternoon,14,0,188,Yes,507,1,23/07/2016,Paypal
T09099,U927,232314.08,transfer,mobile,Pune,night,23,0,82,Yes,85,1,26/05/2021,BharatPe
T09100,U737,157398.44,ATM,mobile,Chennai,evening,17,0,120,Yes,518,1,16/12/2025,Paytm
T09101,U295,76028.26,online,mobile,Mumbai,evening,18,0,79,Yes,646,1,02/04/2024,Others
T09102,U745,211807.92,transfer,desktop,Dubai,night,4,1,195,Yes,778,1,27/07/2021,BharatPe
T09103,U122,196494.98,POS,mobile,Delhi,evening,18,0,148,Yes,116,0,09/02/2016,Paypal
T09104,U905,166280.3,POS,mobile,Delhi,night,22,0,155,No,536,0,04/09/2016,Paypal
T09105,U295,260534.14,transfer,mobile,Pune,morning,7,0,140,Yes,915,0,01/01/2024,BharatPe
T09106,U542,60321.64,online,mobile,Mumbai,morning,5,0,43,Yes,573,1,17/01/2018,Others
T09107,U708,292970.25,transfer,mobile,Pune,evening,19,0,77,Yes,716,1,17/08/2025,PhonePe
T09108,U897,166459.31,ATM,desktop,Singapore,afternoon,12,1,199,Yes,343,1,23/01/2021,Others
T09109,U101,204538.2,online,mobile,Delhi,morning,10,0,180,Yes,326,1,01/01/2024,BharatPe
T09110,U108,70071.96,transfer,tablet,Kolkata,morning,11,0,37,Yes,799,1,20/04/2016,GPay
T09111,U776,158813.87,POS,tablet,Mumbai,evening,19,0,198,Yes,762,0,19/08/2022,BharatPe
T09112,U795,272956.69,transfer,desktop,New York,afternoon,13,1,196,Yes,422,1,21/08/2020,BharatPe
T09113,U101,92576.37,transfer,tablet,Pune,afternoon,16,0,46,Yes,43,1,17/07/2020,Others
T09114,U365,241826.95,online,mobile,Mumbai,night,4,0,174,Yes,863,1,23/11/2022,Paypal
T09115,U732,31188.74,ATM,mobile,Kolkata,night,2,0,56,Yes,437,0,05/01/2021,BharatPe
T09116,U966,260293.18,POS,tablet,Mumbai,evening,17,0,6,Yes,737,1,01/03/2024,Others
T09117,U270,252713.9,online,desktop,London,morning,9,1,11,Yes,464,1,10/08/2021,Paytm
T09118,U680,45392.12,transfer,tablet,Mumbai,afternoon,14,0,117,Yes,610,0,11/07/2018,GPay
T09119,U585,133615.74,online,desktop,Delhi,afternoon,12,0,58,Yes,165,1,05/11/2016,Paytm
T09120,U455,24864.12,ATM,mobile,Bangalore,afternoon,12,0,155,Yes,713,0,18/10/2019,PhonePe
T09121,U684,134295.48,transfer,desktop,Kolkata,morning,8,0,116,Yes,74,1,30/09/2025,Paypal
T09122,U616,249939.39,transfer,desktop,Dubai,afternoon,14,1,77,Yes,518,1,23/09/2019,BharatPe
T09123,U746,229701.42,POS,mobile,New York,afternoon,13,1,126,Yes,571,1,24/06/2022,BharatPe
T09124,U995,194654.63,POS,mobile,Pune,morning,11,0,26,Yes,244,1,18/08/2017,BharatPe
T09125,U668,185871.14,online,desktop,Delhi,afternoon,14,0,15,Yes,504,0,17/05/2021,GPay
T09126,U221,96853.76,transfer,mobile,London,morning,7,1,127,Yes,677,0,01/01/2018,Paypal
T09127,U933,223353.34,ATM,desktop,Dubai,morning,11,1,179,Yes,41,1,06/06/2020,Paypal
T09128,U406,255091.67,online,tablet,Bangalore,evening,19,0,97,Yes,375,0,10/12/2022,GPay
T09129,U592,11031.37,POS,tablet,London,night,23,1,80,Yes,739,0,23/08/2021,Others
T09130,U778,2415.46,POS,desktop,Mumbai,afternoon,12,0,112,Yes,909,0,26/08/2016,Paypal
T09131,U644,189445.12,online,mobile,London,afternoon,16,1,105,Yes,816,1,24/05/2024,Others
T09132,U257,272501.12,online,mobile,Kolkata,night,22,0,51,Yes,739,0,12/11/2024,Paytm
T09133,U846,178633.13,online,desktop,Chennai,afternoon,13,0,111,Yes,319,1,09/06/2018,Paypal
T09134,U489,276396.87,transfer,desktop,Bangalore,night,23,0,18,Yes,142,0,17/03/2017,Others
T09135,U708,168641.94,transfer,tablet,Delhi,night,23,0,164,Yes,942,0,31/12/2025,GPay
T09136,U557,240970.25,online,tablet,Dubai,morning,8,1,93,Yes,789,1,16/10/2016,Paypal
T09137,U797,39813.14,transfer,mobile,Singapore,night,4,1,153,Yes,840,0,11/11/2023,Paypal
T09138,U435,256459.84,transfer,mobile,New York,evening,20,1,200,Yes,927,1,18/07/2022,GPay
T09139,U739,163157.11,online,desktop,Mumbai,evening,20,0,186,Yes,55,1,02/01/2022,BharatPe
T09140,U390,294717.81,ATM,desktop,Singapore,night,3,1,114,Yes,788,1,06/02/2025,GPay
T09141,U280,55564.8,POS,mobile,Chennai,evening,20,0,72,Yes,590,1,26/11/2016,BharatPe
T09142,U500,34618.94,transfer,tablet,Mumbai,afternoon,14,0,125,Yes,242,0,04/04/2020,GPay
T09143,U881,63495.95,POS,mobile,New York,night,1,1,62,Yes,741,0,10/03/2020,BharatPe
T09144,U950,12541.29,transfer,tablet,Mumbai,evening,17,0,53,Yes,444,0,20/05/2020,GPay
T09145,U624,50021.26,POS,tablet,Singapore,evening,18,1,133,Yes,656,0,13/11/2017,PhonePe
T09146,U489,295968.99,ATM,mobile,Kolkata,morning,11,0,86,Yes,249,1,12/05/2018,Paypal
T09147,U789,101971.33,online,desktop,Delhi,evening,20,0,150,Yes,503,0,10/06/2018,Paypal
T09148,U965,74291.45,online,desktop,Singapore,afternoon,14,1,70,Yes,698,1,21/01/2023,Paypal
T09149,U212,223313.25,transfer,desktop,Kolkata,evening,20,0,143,Yes,967,1,19/09/2016,Paytm
T09150,U539,65124.51,online,mobile,Pune,morning,9,0,23,Yes,142,1,11/10/2025,GPay
T09151,U376,283781.34,online,desktop,Delhi,morning,7,0,163,Yes,954,1,11/10/2022,PhonePe
T09152,U980,14637.95,POS,desktop,London,morning,5,1,69,Yes,443,0,26/07/2017,Others
T09153,U950,107794.4,transfer,desktop,Dubai,night,4,1,35,Yes,73,1,01/03/2022,Paypal
T09154,U825,122789.06,ATM,mobile,Bangalore,afternoon,13,0,89,Yes,773,0,20/03/2022,PhonePe
T09155,U407,138904.11,ATM,mobile,New York,morning,8,1,18,No,980,1,23/06/2019,Paytm
T09156,U354,291436.27,online,tablet,Chennai,evening,19,0,113,Yes,767,0,27/02/2021,GPay
T09157,U985,229733.65,transfer,tablet,Pune,afternoon,15,0,198,Yes,108,1,06/09/2024,GPay
T09158,U378,276715.59,online,mobile,Pune,afternoon,16,0,50,No,334,0,07/02/2021,GPay
T09159,U865,75975.65,transfer,mobile,Mumbai,evening,17,0,168,Yes,853,1,13/03/2018,Paypal
T09160,U114,259954.76,online,desktop,Delhi,night,0,0,163,Yes,525,0,14/10/2019,Paypal
T09161,U737,199130.96,POS,desktop,Dubai,afternoon,16,1,168,Yes,879,1,20/03/2021,Paytm
T09162,U625,37365.28,transfer,desktop,Dubai,night,3,1,183,Yes,785,1,08/04/2023,GPay
T09163,U568,8387.17,online,tablet,London,afternoon,16,1,160,Yes,51,0,27/05/2022,PhonePe
T09164,U991,138803.53,ATM,mobile,Pune,morning,10,0,78,Yes,356,1,21/02/2020,Paypal
T09165,U791,161115.01,transfer,tablet,Chennai,afternoon,12,0,185,Yes,298,0,18/04/2024,BharatPe
T09166,U858,54998.84,online,mobile,Chennai,evening,18,0,104,Yes,350,0,07/12/2025,GPay
T09167,U805,281473.12,online,tablet,Pune,morning,6,0,171,Yes,112,1,21/02/2023,Others
T09168,U223,226964.65,transfer,mobile,Singapore,evening,20,1,41,Yes,364,1,08/05/2025,BharatPe
T09169,U184,249295.59,ATM,desktop,London,night,22,1,132,Yes,517,1,15/04/2018,PhonePe
T09170,U864,86142.16,online,tablet,Chennai,morning,6,0,174,Yes,583,0,08/02/2022,BharatPe
T09171,U242,249384.5,online,desktop,Chennai,night,2,0,170,Yes,806,1,27/12/2025,Paypal
T09172,U375,15534.87,ATM,tablet,New York,morning,9,1,186,No,651,0,09/06/2020,BharatPe
T09173,U431,51340.28,ATM,mobile,Mumbai,night,23,0,174,Yes,775,0,02/12/2025,BharatPe
T09174,U284,234615.24,POS,desktop,Chennai,afternoon,16,0,160,Yes,763,1,05/04/2025,BharatPe
T09175,U371,151088.15,online,mobile,Singapore,evening,17,1,90,Yes,160,1,05/05/2022,BharatPe
T09176,U235,75679.47,transfer,mobile,Chennai,morning,7,0,152,No,883,0,22/01/2022,Paypal
T09177,U926,194776.34,online,mobile,Singapore,evening,20,1,3,Yes,280,1,26/05/2025,Paytm
T09178,U518,188537.23,ATM,desktop,Bangalore,night,1,0,6,Yes,632,0,31/07/2019,BharatPe
T09179,U999,119581.43,ATM,mobile,Dubai,night,23,1,107,Yes,715,1,07/09/2021,Paypal
T09180,U411,261305.45,online,desktop,London,morning,5,1,111,Yes,861,1,21/08/2023,PhonePe
T09181,U851,280447.82,transfer,mobile,London,night,2,1,81,Yes,966,1,17/12/2020,Paytm
T09182,U370,34241.66,ATM,tablet,Mumbai,evening,19,0,117,Yes,472,0,31/07/2018,GPay
T09183,U550,8061.79,POS,mobile,Chennai,morning,5,0,16,Yes,764,0,29/09/2020,PhonePe
T09184,U946,191564.31,ATM,mobile,London,night,2,1,197,Yes,833,1,28/07/2016,GPay
T09185,U276,117816.01,online,desktop,Kolkata,evening,20,0,131,Yes,629,1,13/01/2024,Others
T09186,U685,244061.42,transfer,tablet,Singapore,afternoon,14,1,93,Yes,754,1,04/09/2022,Paypal
T09187,U735,32181.06,transfer,desktop,Dubai,night,4,1,188,Yes,195,0,12/09/2023,BharatPe
T09188,U176,17080.6,ATM,desktop,New York,morning,9,1,53,Yes,124,0,12/04/2019,GPay
T09189,U221,89030.66,POS,desktop,New York,morning,6,1,18,Yes,651,1,25/11/2025,BharatPe
T09190,U335,75865.87,transfer,desktop,Bangalore,afternoon,16,0,15,No,599,0,16/07/2018,Others
T09191,U334,145976.52,ATM,desktop,Delhi,evening,18,0,114,No,280,0,08/11/2022,GPay
T09192,U263,95237.0,ATM,tablet,London,morning,7,1,43,No,665,0,05/11/2022,Paytm
T09193,U835,276420.32,transfer,tablet,Singapore,night,4,1,46,Yes,454,1,31/05/2025,GPay
T09194,U199,221615.33,POS,tablet,Singapore,night,4,1,12,Yes,116,1,26/01/2025,GPay
T09195,U429,208018.3,online,desktop,Kolkata,afternoon,13,0,102,Yes,193,0,15/08/2019,PhonePe
T09196,U399,133683.19,transfer,mobile,Dubai,morning,6,1,161,Yes,998,1,01/04/2019,Others
T09197,U806,22987.55,transfer,tablet,Chennai,evening,18,0,83,Yes,224,0,21/07/2016,GPay
T09198,U441,15443.42,POS,tablet,Pune,night,2,0,143,Yes,693,0,26/06/2018,BharatPe
T09199,U788,155625.17,online,mobile,Kolkata,evening,18,0,62,Yes,719,1,06/11/2025,BharatPe
T09200,U914,78660.0,ATM,mobile,London,afternoon,13,1,200,Yes,984,0,08/08/2016,Paytm
T09201,U237,34570.22,ATM,mobile,Kolkata,morning,8,0,61,Yes,231,0,18/07/2021,Paypal
T09202,U744,274253.85,ATM,desktop,Chennai,evening,20,0,141,Yes,69,1,27/10/2019,PhonePe
T09203,U696,114162.86,online,mobile,Dubai,evening,19,1,75,Yes,729,1,20/11/2024,Paytm
T09204,U396,100594.56,POS,tablet,Chennai,morning,7,0,89,Yes,835,0,27/01/2016,PhonePe
T09205,U396,222392.72,online,tablet,Mumbai,evening,19,0,69,Yes,743,1,26/04/2016,Paypal
T09206,U965,93728.43,ATM,desktop,Bangalore,night,1,0,171,Yes,961,1,10/03/2017,PhonePe
T09207,U912,202350.24,online,mobile,London,morning,8,1,11,Yes,627,1,09/08/2024,PhonePe
T09208,U506,25867.48,online,mobile,Singapore,morning,11,1,104,No,251,0,30/01/2017,Others
T09209,U558,114576.28,transfer,tablet,Chennai,evening,18,0,33,Yes,687,0,22/08/2024,PhonePe
T09210,U330,250902.47,POS,mobile,London,morning,10,1,153,Yes,916,1,24/07/2017,Others
T09211,U973,252763.23,online,mobile,Chennai,morning,5,0,117,Yes,129,1,17/01/2023,PhonePe
T09212,U536,115671.15,transfer,desktop,New York,evening,18,1,117,Yes,342,1,30/12/2016,BharatPe
T09213,U456,95194.3,transfer,tablet,Singapore,night,21,1,171,Yes,183,0,19/12/2016,GPay
T09214,U109,262845.21,online,mobile,Kolkata,evening,18,0,95,Yes,479,0,14/02/2016,Paytm
T09215,U508,45741.45,transfer,mobile,Dubai,afternoon,14,1,104,Yes,711,0,27/09/2023,Others
T09216,U343,273978.81,ATM,mobile,Kolkata,morning,6,0,116,Yes,850,0,30/06/2023,Paypal
T09217,U318,98405.93,transfer,tablet,New York,morning,6,1,153,Yes,160,1,28/04/2024,BharatPe
T09218,U340,259182.4,online,desktop,Singapore,afternoon,13,1,95,Yes,909,1,12/06/2016,PhonePe
T09219,U497,269824.05,online,desktop,Delhi,morning,7,0,188,Yes,783,1,31/05/2022,Paytm
T09220,U123,29451.93,transfer,desktop,Kolkata,morning,8,0,19,Yes,787,0,21/09/2022,GPay
T09221,U218,263157.2,ATM,tablet,Singapore,evening,20,1,75,Yes,274,1,12/09/2020,Paytm
T09222,U616,50618.93,transfer,mobile,Bangalore,night,2,0,30,Yes,524,1,08/08/2021,Paypal
T09223,U333,70772.27,transfer,desktop,New York,evening,17,1,182,Yes,755,1,10/04/2023,GPay
T09224,U810,215403.24,ATM,desktop,New York,morning,11,1,77,Yes,373,1,24/02/2023,BharatPe
T09225,U282,40249.34,ATM,mobile,Dubai,night,2,1,187,Yes,842,0,25/10/2024,Paytm
T09226,U485,77891.1,ATM,desktop,Bangalore,evening,18,0,145,Yes,474,0,30/03/2018,PhonePe
T09227,U948,208131.46,POS,desktop,Delhi,evening,20,0,7,Yes,599,1,21/09/2025,GPay
T09228,U646,50388.92,online,desktop,Singapore,night,2,1,72,Yes,801,1,09/09/2019,GPay
T09229,U445,8589.95,online,tablet,Delhi,night,0,0,119,Yes,925,0,31/03/2022,PhonePe
T09230,U223,209251.81,transfer,mobile,Dubai,night,3,1,48,Yes,437,1,21/07/2023,BharatPe
T09231,U289,243046.55,transfer,desktop,Mumbai,evening,20,0,94,Yes,915,1,31/01/2019,Others
T09232,U362,262809.83,POS,mobile,Chennai,evening,18,0,1,Yes,124,1,24/03/2017,PhonePe
T09233,U111,215134.34,online,mobile,Bangalore,afternoon,15,0,111,Yes,902,1,31/01/2025,Paytm
T09234,U501,25342.25,ATM,desktop,Chennai,night,0,0,52,Yes,474,0,13/02/2024,BharatPe
T09235,U651,150897.07,POS,desktop,Mumbai,afternoon,13,0,197,Yes,901,0,10/01/2018,Others
T09236,U180,111913.63,transfer,tablet,Pune,afternoon,15,0,176,Yes,668,0,28/03/2016,Others
T09237,U376,216982.36,ATM,tablet,Mumbai,night,23,0,74,Yes,180,0,29/03/2020,BharatPe
T09238,U533,239686.85,ATM,tablet,Mumbai,morning,10,0,31,Yes,619,1,06/11/2019,BharatPe
T09239,U873,105734.61,online,tablet,Kolkata,morning,6,0,53,Yes,797,1,29/08/2016,PhonePe
T09240,U105,141667.16,online,desktop,Bangalore,night,2,0,151,Yes,224,1,10/09/2023,Paytm
T09241,U226,209736.84,online,mobile,Mumbai,afternoon,14,0,34,Yes,337,1,19/01/2024,Others
T09242,U452,203840.18,ATM,tablet,Dubai,morning,10,1,43,Yes,852,1,10/04/2021,BharatPe
T09243,U535,157351.6,transfer,mobile,Singapore,night,3,1,61,Yes,562,1,08/04/2022,GPay
T09244,U860,99883.77,ATM,desktop,Singapore,night,3,1,86,Yes,405,0,23/09/2019,Paytm
T09245,U169,245503.05,POS,mobile,London,morning,8,1,154,Yes,186,1,21/02/2024,Others
T09246,U992,227716.5,online,mobile,Pune,morning,6,0,3,Yes,988,1,25/05/2022,PhonePe
T09247,U260,75968.55,ATM,desktop,Chennai,night,2,0,155,Yes,182,1,12/04/2025,GPay
T09248,U998,245940.83,POS,tablet,London,morning,11,1,69,Yes,918,1,28/12/2024,Paytm
T09249,U691,203274.63,transfer,desktop,Delhi,evening,18,0,154,No,114,0,16/09/2023,GPay
T09250,U884,13930.71,ATM,mobile,Bangalore,morning,7,0,102,Yes,400,0,03/05/2023,Paytm
T09251,U850,125566.83,POS,mobile,New York,morning,7,1,188,Yes,682,1,08/01/2025,Others
T09252,U646,241098.55,ATM,mobile,London,evening,20,1,200,Yes,118,1,06/09/2019,Paypal
T09253,U241,135096.97,online,mobile,Delhi,night,1,0,141,Yes,909,0,06/07/2019,Paytm
T09254,U889,117737.58,transfer,tablet,New York,night,1,1,1,Yes,862,1,21/07/2023,BharatPe
T09255,U397,60986.83,online,mobile,Delhi,afternoon,14,0,111,Yes,58,1,08/10/2021,PhonePe
T09256,U962,216041.15,transfer,desktop,London,afternoon,14,1,89,Yes,481,1,06/10/2017,Others
T09257,U886,14879.86,online,desktop,Singapore,night,1,1,60,Yes,826,0,11/05/2018,PhonePe
T09258,U467,121155.14,online,mobile,London,evening,18,1,63,Yes,196,1,14/08/2016,Paytm
T09259,U530,48264.26,online,mobile,Pune,morning,9,0,83,No,524,0,30/05/2019,Paypal
T09260,U319,29106.7,POS,tablet,Delhi,night,1,0,185,Yes,438,0,18/04/2023,Others
T09261,U307,245604.16,transfer,mobile,Delhi,night,22,0,161,Yes,767,0,31/05/2020,BharatPe
T09262,U145,130608.1,POS,mobile,Dubai,afternoon,14,1,54,Yes,273,1,07/08/2020,BharatPe
T09263,U609,225774.45,transfer,mobile,Mumbai,night,1,0,137,Yes,384,1,31/10/2025,GPay
T09264,U879,168823.43,online,tablet,Kolkata,evening,20,0,108,Yes,857,1,28/10/2020,GPay
T09265,U466,203211.23,POS,tablet,Pune,night,21,0,32,Yes,439,1,19/11/2022,BharatPe
T09266,U263,199228.92,online,mobile,Pune,morning,11,0,157,Yes,369,1,08/09/2023,PhonePe
T09267,U634,212056.86,online,tablet,Bangalore,evening,17,0,99,Yes,744,0,11/04/2023,BharatPe
T09268,U931,222723.08,ATM,tablet,New York,night,22,1,182,Yes,88,1,31/07/2016,Paypal
T09269,U426,134394.03,online,tablet,New York,afternoon,15,1,92,Yes,600,1,21/09/2019,PhonePe
T09270,U110,3574.32,ATM,desktop,Pune,morning,9,0,17,Yes,509,0,03/03/2019,GPay
T09271,U259,187707.08,transfer,mobile,Delhi,night,1,0,5,Yes,479,1,17/05/2020,PhonePe
T09272,U765,279204.1,POS,desktop,New York,morning,7,1,142,Yes,673,1,18/08/2020,GPay
T09273,U854,261295.74,online,mobile,Singapore,morning,8,1,113,Yes,567,1,10/05/2022,Others
T09274,U653,124754.73,ATM,tablet,Pune,morning,7,0,9,Yes,293,1,01/11/2017,GPay
T09275,U847,113401.76,transfer,desktop,New York,night,4,1,57,Yes,791,1,11/12/2022,GPay
T09276,U456,124207.43,transfer,desktop,London,night,23,1,120,Yes,49,1,17/03/2017,PhonePe
T09277,U427,162915.49,POS,desktop,Singapore,night,3,1,129,Yes,449,1,10/07/2017,PhonePe
T09278,U504,256210.24,transfer,desktop,Bangalore,morning,5,0,157,Yes,182,0,10/09/2023,GPay
T09279,U952,89224.53,transfer,tablet,Pune,night,1,0,53,Yes,70,1,14/05/2023,PhonePe
T09280,U548,12916.17,ATM,desktop,Dubai,evening,19,1,22,Yes,663,0,14/08/2020,BharatPe
T09281,U987,123657.34,ATM,mobile,Bangalore,morning,7,0,33,Yes,422,0,25/04/2021,PhonePe
T09282,U749,83594.89,online,mobile,Chennai,night,3,0,54,Yes,633,1,12/04/2021,GPay
T09283,U931,264175.31,online,desktop,Kolkata,night,23,0,139,No,499,0,20/03/2018,Paytm
T09284,U433,7390.69,transfer,tablet,Bangalore,night,0,0,146,Yes,915,1,11/06/2025,Paypal
T09285,U434,17321.44,online,tablet,Pune,morning,9,0,69,No,923,0,09/04/2024,BharatPe
T09286,U212,246043.15,ATM,tablet,New York,evening,19,1,67,No,609,1,18/08/2023,BharatPe
T09287,U552,78522.84,transfer,mobile,New York,night,0,1,146,Yes,858,1,10/12/2024,Paytm
T09288,U971,65602.07,ATM,desktop,London,night,1,1,102,Yes,627,0,28/11/2017,Paytm
T09289,U724,26980.02,POS,mobile,New York,evening,18,1,199,No,438,0,04/08/2016,Paytm
T09290,U933,272628.94,POS,tablet,Delhi,night,3,0,80,Yes,156,1,17/11/2019,BharatPe
T09291,U486,27740.11,online,tablet,Singapore,evening,18,1,60,Yes,804,0,24/07/2017,Others
T09292,U799,64589.72,POS,mobile,Singapore,evening,17,1,73,Yes,865,0,02/10/2025,Others
T09293,U282,49326.04,POS,tablet,Dubai,evening,17,1,9,Yes,127,0,13/11/2023,PhonePe
T09294,U440,138256.46,POS,desktop,London,afternoon,13,1,83,Yes,732,1,05/02/2023,Others
T09295,U783,267176.5,online,mobile,Chennai,morning,11,0,188,Yes,38,1,04/11/2021,GPay
T09296,U663,299918.51,online,desktop,Mumbai,morning,5,0,51,Yes,517,1,24/01/2016,Paypal
T09297,U205,283342.27,ATM,mobile,New York,afternoon,14,1,82,Yes,346,1,13/03/2020,GPay
T09298,U626,18372.73,POS,desktop,Kolkata,night,2,0,125,No,770,0,14/03/2024,GPay
T09299,U934,3849.07,ATM,desktop,London,morning,7,1,155,No,279,0,20/07/2025,BharatPe
T09300,U540,235871.15,transfer,tablet,Dubai,night,4,1,184,Yes,718,1,31/12/2017,Paypal
T09301,U171,220240.17,transfer,tablet,Mumbai,afternoon,12,0,36,Yes,743,1,09/10/2021,Others
T09302,U481,49243.27,ATM,tablet,Chennai,morning,8,0,103,Yes,449,0,17/10/2021,Paypal
T09303,U284,234340.83,ATM,mobile,New York,afternoon,12,1,46,Yes,838,1,17/02/2024,Paypal
T09304,U516,115672.32,ATM,mobile,Bangalore,night,23,0,188,Yes,436,1,13/01/2019,Others
T09305,U496,152946.91,transfer,mobile,Mumbai,morning,11,0,123,Yes,98,1,16/08/2017,Others
T09306,U743,55415.59,POS,tablet,Delhi,afternoon,14,0,81,Yes,935,0,26/03/2020,Paytm
T09307,U275,139474.72,ATM,mobile,Kolkata,morning,10,0,142,Yes,576,0,25/10/2021,PhonePe
T09308,U644,122531.31,transfer,desktop,Bangalore,evening,17,0,131,Yes,421,0,26/11/2018,Paytm
T09309,U341,108299.4,ATM,mobile,Dubai,night,21,1,87,Yes,937,1,23/11/2016,Paypal
T09310,U366,139771.44,online,tablet,Bangalore,night,23,0,72,Yes,724,1,19/05/2023,PhonePe
T09311,U830,84499.28,transfer,tablet,Mumbai,evening,19,0,25,Yes,32,1,06/03/2020,Others
T09312,U570,252343.61,POS,desktop,Kolkata,night,1,0,33,Yes,961,0,21/06/2023,Paypal
T09313,U124,159307.69,ATM,desktop,London,evening,17,1,183,Yes,93,1,23/12/2020,BharatPe
T09314,U965,247790.38,POS,desktop,Chennai,morning,5,0,179,Yes,496,1,07/03/2024,PhonePe
T09315,U543,128004.78,POS,desktop,Chennai,evening,17,0,103,Yes,627,0,07/06/2022,BharatPe
T09316,U143,51785.19,POS,desktop,Pune,afternoon,15,0,166,Yes,856,1,20/02/2016,BharatPe
T09317,U112,137343.66,POS,mobile,Kolkata,evening,20,0,105,Yes,406,0,22/07/2016,Others
